SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
300803.SZ,300803,指南针,10099809,通用,2012-06-30 00:00:00,中报,2012中报,058001001,2013-08-30 00:00:00,2013-08-30 00:00:00,CNY,27450542,-43.5403333519,27450542,-43.5403333519,,,,,,,,,,,34988180,-33.6040823525,6321947,-9.4867733897,,,,,,,,,,,,,,,,,,,1440786,-43.0896145832,11771040,-53.5357584761,15459256,-13.3608241945,,,-4849,-249.5681677977,,,,,,,,,,,,,-1003209,-764.8523447234,,,,,,,,,,,,,,,,,0,,-8540847,-117.5650567091,87270,-25.4312886109,,,2739,-99.0789717033,,,,,0,,-8456316,-105.9500185582,66406.0,,,,,,,,-8522722,-107.5673087508,,,,,,,-8490022,-108.3078551486,-32700,-7.93860373,-9105098,-114.2438332353,,,,,-0.12,-100,-0.12,-100,-52927.0,-264.5688877833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8575649,-110.5051421962,-8527071,-110.3788935006,-48578,-135.2901288385,,,0.0,,,,0.0,,,,
300803.SZ,300803,指南针,10099809,通用,2011-12-31 00:00:00,年报,2011年报,058001001,2013-04-27 00:00:00,2013-04-27 00:00:00,CNY,113906063,134.5485575949,113906063,134.5485575949,,,,,,,,,,,113183660,28.8502544915,14887127,75.9523827534,,,,,,,,,,,,,,,,,,,6025606,127.6028633149,47430611,35.226789054,42770438,9.3246616785,,,95899,-58.5831756973,,,,,1973979.0,-14.3282530112,,,,,-92553.0,-600.097260496,920669,-21.7418320015,-428801.0,,,,,,,,,,,,,,,,,,1550519,104.0714926975,421038,185.7517102834,,,344272,-75.194361464,295941.0,-72.7858583313,,,,,1627285,104.1382674713,86780.0,,,,,,,,1540505,103.9175815735,,,,,,,1446993,103.6814558954,93512,621.1033714126,320828.0,100.83960255,,,,,0.02,103.7037037037,0.02,103.7037037037,59380,1311.5894715364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599885,104.0680808705,1488559,103.786736406,111326,720.3733630538,,,0,,,,0,,,,标准无保留意见
300803.SZ,300803,指南针,10099809,通用,2011-06-30 00:00:00,中报,2011中报,058001001,2012-08-29 00:00:00,2012-08-29 00:00:00,CNY,48619738,25.4480496251,48619738,25.4480496251,,,,,,,,,,,52696282,52.0948943969,6984556,397.4429840864,,,,,,,,,,,,,,,,,,,2531675,23.4106830113,25333546,64.9590238843,17843263,13.4874249699,,,3242,-97.0872821683,,,,,,,,,,,,,150892,139.721210237,,,,,,,,,,,,,,,,,,,-3925652,-205.2448977805,117033,13.8673842376,,,297385,224.1581273833,,,,,,,-4106004,-209.7552187821,,,,,,,,,-4106004,-209.7552187821,,,,,,,-4075709,-205.1894420581,-30295,77.3209002409,-4249876.35,-209.9979035343,,,,,-0.06,-220.0,-0.06,-220.0,32161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4073843,-213.4117594459,-4053197,-208.7913004601,-20646,84.54422533,,,0,,,,0,,,,
300803.SZ,300803,指南针,10099809,通用,2010-12-31 00:00:00,年报,2010年报,058001001,2012-04-27 00:00:00,2012-04-27 00:00:00,CNY,48563958,-3.6005386567,48563958,-3.6005386567,,,,,,,,,,,87841239,-16.6533185369,8460884,-24.0664601637,,,,,,,,,,,,,,,,,,,2647421,1.8154566452,35074863,66.3727202992,39122406,-2.6215155711,,,231546,189.0834510713,,,,,2304119.0,-92.4830000039,,,,,18507.0,-79.4396913165,1176451,157.4135998772,,,,,,,,,,,,,,,,,,,-38082323,33.1582318643,147344,-39.7212903336,,,1387878,-6.0351927512,1087453.0,25.2525690441,,,,,-39322857,32.442408751,,,,,,,,,-39322857,32.2834602949,,,,,,,-39304912,31.8182429226,-17945,95.7530734424,-38211889.66,19.5448963533,,,,,-0.54,31.6455696203,-0.54,31.6455696203,-4901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39327758,19.8361118636,-39309813,19.1765677612,-17945,95.7530734424,,,0,,,,0,,,,标准无保留意见
300803.SZ,300803,指南针,10099809,通用,2010-06-30 00:00:00,中报,2010中报,058001001,2011-08-31 00:00:00,2011-08-31 00:00:00,CNY,38756870.39,89.039785293,38756870.39,89.039785293,,,,,,,,,,,34646976.29,39.9136063923,1404091.77,-65.8735469817,,,,,,,,,,,,,,,,,,,2051422.89,87.1209782095,15357478.12,175.3274399104,15722678.53,11.9810933048,,,111304.98,139.9424352269,,,,,,,,,,,,,-379877.65,63.6785987784,,,,,,,,,,,,,,,,,,,3730016.45,171.39923033,102780.09,342500.3,,,91740.72,-84.1545886511,,,,,,,3741055.82,164.4663683156,,,,,,,,,3741055.82,166.7558561085,,,,,,,3874636.96,169.8047706776,-133581.14,-150.1055328496,3863597.59,,,,,,0.05,162.5,0.05,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592081.65,164.0975428582,3725662.79,167.120878514,-133581.14,-150.1055328496,,,,,,,,,,,
300803.SZ,300803,指南针,10099809,通用,2009-12-31 00:00:00,年报,2009年报,058001001,2011-04-29 00:00:00,2011-04-29 00:00:00,CNY,50377831.29,-60.9146037238,50377831.29,-60.9146037238,,,,,,,,,,,105392605.27,-17.3458424286,11142485.94,-81.7457380416,,,,,,,,,,,,,,,,,,,2600215.22,-63.1149813155,21082099.84,-33.916198645,40175616.03,50.0846350049,,,-259920.33,-161.0947755242,,,,,30652108.57,9353.9868698862,,,,,90013.24,132.3532890817,-2049080.71,-127.2506133866,,,,,,,,,,,,,,,,,,,-56973841.45,-760.7560728725,244437.88,371.4072914095,,,1477018.94,37.5458880071,868208.14,114.099062969,,,,,-58206422.51,-865.8197543102,-136625.72,-140.8508729288,,,,,,,-58069796.79,-899.1892637637,,,,,,,-57647255.93,-889.237114856,-422540.86,-1009.430640115,-47494674.58,-682.001782027,,,,,-0.79,-890.0,-0.79,-890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-49059194.75,-775.1802813239,-48636653.89,-765.8747545417,-422540.86,-1009.430640115,,,,,,,,,,,保留意见
300803.SZ,300803,指南针,10099809,通用,2009-06-30 00:00:00,中报,2009中报,058001001,2010-08-09 00:00:00,2010-08-09 00:00:00,CNY,20501964.88,-76.8841401929,20501964.88,-76.8841401929,,,,,,,,,,,24763121.46,-69.9474496519,4114379.45,-91.0089731119,,,,,,,,,,,,,,,,,,,1096308.34,-77.2794718701,5577895.95,-70.8081533193,14040476.0,13.5127218138,,,-278663.48,-182.8209092574,,,,,212725.2,,,,,,82865.88,,-1045878.29,-113.9550612562,,,,,,,,,,,,,,,,,,,-5224168.99,-137.890847826,30.0,-99.221015951,,,578973.42,-13.2310733821,,,,,,,-5803112.41,-144.2175294689,-199026.06,-114.4158973171,,,,,,,-5604086.35,-147.7211267974,,,,,,,-5550676.44,-146.9215636676,-53409.91,38.1002409239,,,,,,,-0.08,-150.0,-0.08,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5604086.35,,-5550676.44,,-53409.91,,,,,,,,,,,,
300803.SZ,300803,指南针,10099809,通用,2008-12-31 00:00:00,年报,2008年报,058001001,2009-04-02 00:00:00,2010-04-30 00:00:00,CNY,128891698.92,-30.8278980003,128891698.92,-30.8278980003,,,,,,,,,,,127510349.59,-11.40595147,61040462.58,-22.5227933346,,,,,,,,,,,,,,,,,,,7049515.8,-31.1427424248,31902068.9,14.4377985087,26768640.26,3.7179709064,,,425437.9,-65.051665983,,,,,324224.15,,,,,,-278219.75,-266.2568207068,7519392.98,55.926584891,-885388.74,,,,,,,,,,,,,,,,0.0,,8622522.56,-81.808255388,51852.8,-80.3315575162,,,1073837.22,11008.9903355755,405517.02,5020.474725741,,,0.0,,7600538.14,-84.049895685,334449.94,-7.3274657805,,,,,,,7266088.2,-84.635390812,,,,,,,7304174.48,-84.554854932,-38086.28,,8160572.02,-82.6508893127,,,,,0.1,-84.6153846154,0.1,-84.6153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7266088.2,,7304174.48,,-38086.28,,,,,,,,,,,,标准无保留意见
300803.SZ,300803,指南针,10099809,通用,2008-06-30 00:00:00,中报,2008中报,058001001,2009-08-31 00:00:00,2009-08-31 00:00:00,CNY,88692201.16,0.3322749169,88692201.16,0.3322749169,,,,,,,,,,,82399400.96,53.1450570088,45760951.46,64.8462037449,,,,,,,,,,,,,,,,,,,4825188.63,-1.3851083989,19107718.71,79.0046351323,12369077.03,25.1781278017,,,336465.13,-43.5889300186,,,,,,,,,,,,,7494616.26,181.4384141715,,,,,,,,,,,,,,,,,,,13787416.46,-62.9933956689,3851.17,-90.372075,,,667258.94,9613.3269864561,,,,,,,13124008.69,-64.9703864223,1380601.26,7589.307160974,,,,,,,11743407.43,-68.6403544299,,,,,,,11829691.95,-68.4099398776,-86284.52,,,,,,,,0.16,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300803.SZ,300803,指南针,10099809,通用,2007-12-31 00:00:00,年报,2007年报,058001001,2009-04-02 00:00:00,2009-04-02 00:00:00,CNY,186334801.45,601.3973447512,186334801.45,601.3973447512,,,,,,,,,,,143926541.01,692.8497412387,78785058.48,1335.116047731,,,,,,,,,,,,,,,,,,,10237868.96,600.8760220364,27877213.05,733.0441632043,25809066.67,225.0956249955,,,1217333.85,1570.1325509913,,,,,,,,,,,167343.36,,4822393.17,872.4033125882,,,,,,,,,,,,,,,,,0,-100.0,47397996.97,428.9703781658,263634.5,612.8107999957,,,9666.38,-70.1707875917,7919.52,,,,0,-100.0,47651965.09,427.7525483884,360894.35,7328.6068622547,,,,,,,47291070.74,424.0375483229,,,,,,,47291070.74,416.7530263187,,,47037408.24,,,,,,0.65,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
300803.SZ,300803,指南针,10099809,通用,2007-06-30 00:00:00,中报,2007中报,058001001,2008-08-18 00:00:00,2008-08-18 00:00:00,CNY,88398475.2,1307.8034406475,88398475.2,1307.8034406475,,,,,,,,,,,53804806.09,900.6383202808,27759784.83,1911.1573899852,,,,,,,,,,,,,,,,,,,4892961.45,1354.6668371967,10674426.78,637.8092492228,9881180.72,336.7352541366,,,596452.31,1320.0529952395,,,,,,,,,,,,,2662968.48,929.1174033194,,,,,,,,,,,,,,,,,0,,37256637.59,3109.3128839673,40000.0,300.0,,,6869.52,-66.0655351424,,,,,175700,2724.7588424437,37465468.07,3138.5259736479,17954.82,,,,0.0,,,,37447513.25,3136.9739537768,,,,,,,37447513.25,1962.2050616889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
300803.SZ,300803,指南针,10099809,通用,2006-12-31 00:00:00,年报,2006年报,058001001,2008-03-11 00:00:00,2008-03-11 00:00:00,CNY,26566225.67,180.8833308596,26566225.67,180.8833308596,,,,,,,,,,,18153066.53,40.2563975056,5489804.02,27.5597884022,,,,,,,,,,,,,,,,,,,1460724.67,247.2409301212,3346426.79,60.4964371553,7938915.41,27.652336131,,,-82804.36,3.5151382953,,,,,,,,,,,,,495925.21,700.7575896151,,,,,,,,,,,,,,,,,51341.21,1215.7665299846,8960425.56,351.4627832719,36985.2,633.8508059716,,,32405.75,-92.9779683194,,,,,64220,64.7257990048,9029225.01,326.8204014473,4858.17,717.7085437285,,,0,,,,9024366.84,326.6645318268,,,,,,,9151580.8,734.2354405875,-127213.96,94.9885076281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
300803.SZ,300803,指南针,10099809,通用,2006-06-30 00:00:00,中报,2006中报,058001001,2007-08-30 00:00:00,2007-08-30 00:00:00,CNY,6279177.38,,6279177.38,,,,,,,,,,,,5377048.33,,1380289.03,,,,,,,,,,,,,,,,,,,,336363.03,,1446773.24,,2262510.44,,,,-48887.41,,,,,,,,,,,,,,258762.36,,,,,,,,,,,,,,,,,,0.0,,1160891.41,,10000.0,,,,20243.49,,,,,,6220,,1156867.92,,,,,,0,,,,1156867.92,,,,,,,,1815896.68,,-659028.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300803.SZ,300803,指南针,10099809,通用,2005-12-31 00:00:00,年报,2005年报,058001001,2007-04-12 00:00:00,2007-04-12 00:00:00,CNY,9458099.77,-34.4620164005,9458099.77,-34.4620164005,,,,,,,,,,,12942772.56,-14.1734573793,4303710.51,-4.4021310616,,,,,,,,,,,,,,,,,,,420666.04,-42.2797130553,2085047.4,-37.6768880633,6219169.7,-6.045529354,,,-85821.09,25.6495102477,,,,,,,,,,,,,-82549.97,-103.4958300915,,,,,,,,,,,,,,,,,3902.0,-51.9880893056,-3563320.76,-307.0689473805,5039.88,4939.88,,,461486.81,-50.8968418819,,,,,38986,,-3980781.69,-609.6336005867,594.12,-98.7509681195,,,0,,,,-3981375.81,-642.7618046161,,,,,,,-1442931.16,-948.9481307365,-2538444.65,-550.4196721768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300803.SZ,300803,指南针,10099809,通用,2004-12-31 00:00:00,年报,2004年报,058001001,2007-01-19 00:00:00,2007-01-19 00:00:00,CNY,14431478.13,,14431478.13,,,,,,,,,,,,15080151.39,,4501889.59,,,,,,,,,,0,,0,,,,,,,,728801.02,,3345544.43,,6619344.09,,,,-115427.74,,,,,,,,,,,,,,2361383.93,,,,,,,,,,,,,,,,,,8127.15,,1720837.82,,100,,,,939831.22,,,,,,0,,781106.6,,47566.44,,,,0,,,,733540.16,,,,,,,,169966.94,,563573.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
